CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW
2752385,39,A05,A0502,A05020100,백마김씨네도곡본점,1,1001,서울특별시 강남구 남부순환로 2743 (도곡동),20211001192725,20221227190358,127.0457393648,37.4872118895,6.0,http://tong.visitkorea.or.kr/cms/resource/01/2768901_image2_1.jpg,음식,한식,14488,"질 좋은 고기에 발효효소를 사용하여 맛을 낸 음식을 현대적인 감각으로 정갈하게 제공하는 숯불구이 전문 식당이다. 지하철 3호선 매봉역 1번 출구 바로 옆에 있어 접근성이 좋다. 3층 단독 건물로 식당 내 테이블은 칸막이로 공간이 구분되어 있으며, 다양한 크기의 개별 룸도 준비되어 있어 가족 및 비즈니스 식사 장소로 적당하다. 식당 이름 '백마 김씨네'는 식당 대표가 어린 시절 집에서 백마를 키우는 것을 보고 당시 동네 사람들이 '백마 김씨네' 로 불렀던 기억을 되살려 붙인 이름이라고 한다."
2834563,39,A05,A0502,A05020100,골목떡볶이,1,1018,서울특별시 송파구 문정로1길 33 ,20220809140100,20220920171511,127.1234850164,37.4891019577,6.0,http://tong.visitkorea.or.kr/cms/resource/59/2834559_image2_1.jpg,음식,간이음식,14467,"골목떡볶이는 서울 3대 떡볶이 맛집이다. 추억의 국물 떡볶이 전문점으로 가게는 송파구 문정역 1번 출구 로데오거리 골목에 있다. 메뉴는 단출하게 떡볶이, 순대, 만두다. 직접 쟁반과 수저 포크를 들고 배식하듯이 주문을 하면 그릇에 담아준다. 양은 많은 편이고 순대와 당면만 있는 만두도 별미로 SBS 백종원의 삼대천왕 등 많은 방송프로그램에서 소개했다. 인근에 서울스카이, 롯데뮤지엄 등이 있다."
2836272,39,A05,A0502,A05020900,코끼리베이글,1,1020,서울특별시 영등포구 선유로 176 ,20220812105221,20220812105231,126.8927437773,37.5293098155,6.0,http://tong.visitkorea.or.kr/cms/resource/57/2836257_image2_1.jpg,음식,간이음식,14282,"코끼리베이글은 2호선 5호선 영등포구청역 3번 출구 영등포구청 별관 부근에 있다. 이곳은 일명 베이글 성지로 유명하다. 따로 앉아서 편히 먹을 수 있는 자리는 없지만, 기다리는 동안 화덕에 빵 굽는 모습과 반죽하는 모습을 볼 수 있다. 순서가 돌아오면 매장 규칙에 따라 구매한다. 평일에는 3종류까지만 구매할 수 있으며 주말에는 3종류 8개까지만 가능하다. 구워낸 빵이 전부 판매되면 영업을 종료한다. 커피나 샌드위치류는 제한 없이 구매할 수 있다. 주변에 양평유수지생태공원과 실개천생태공원이 있어 빵을 구매해서 피크닉을 해도 좋다."
2757829,39,A05,A0502,A05020100,장꼬방김치찌개전문,1,1015,서울특별시 서초구 효령로 364 (서초동),20211016003219,20221130091519,127.0236969335,37.4869531905,6.0,,음식,한식,14180,"식당 간판 위로 커다란 항아리를 잔뜩 놓아둔 집으로 찾기가 쉽다. <br>묵은지로 만든 김치찌개와 돼지고기를 숯불에 구워 철판에 나온 장꼬방구이, 그리고 계란말이만 팔고 있다. 메뉴가 3개 밖에 안 되지만 각각 모두 인기가 좋다. 2호선 강남역 9번 출구 진흥아파트 길 건너편에 있다."
2815118,39,A05,A0502,A05020100,몽탄,1,1021,서울특별시 용산구 백범로99길 50 ,20220406112017,20220406112031,126.9722585634,37.5360493436,6.0,,음식,한식,14151,"몽탄은 삼각지 맛집으로 유명한 식당이다. 소고기를 상대적으로 저렴한 가격에 맛 볼 수 있으며, 메인메뉴인 우대갈비의 부드러운 살코기를 다양한 소스에 곁들여 먹으면 그 맛이 일품이다. 인기있는 식당이기 때문에 사전 웨이팅은 필수이다."
838829,39,A05,A0502,A05020100,청담골,1,1001,서울특별시 강남구 선릉로148길 48 ,20091028190551,20220906140434,127.0434330137,37.5227382786,6.0,http://tong.visitkorea.or.kr/cms/resource/09/1838709_image2_1.jpg,음식,전문음식,14115,가성비 좋은 한정식을 먹을 수 있는 집이다. 대표메뉴는 한정식이다. 서울특별시 강남구에 있는 한식전문점이다.
134798,39,A05,A0502,A05020100,해주냉면,1,1018,서울특별시 송파구 백제고분로7길 8-16 ,20041213090000,20220516161757,127.0798078496,37.5097126675,6.0,http://tong.visitkorea.or.kr/cms/resource/36/2546336_image2_1.jpg,음식,한식,14054,1983년부터 운영해 온 매운 냉면이 유명한 집이다. 서울특별시 송파구에 있는 한식전문점이다. 대표메뉴는 냉면이다.
2832821,39,A05,A0502,A05020200,포레스트청담,1,1001,"서울특별시 강남구 선릉로 803 이니셜타워Ⅱ 1, 2, 3층",20220805103451,20220805103505,127.0389778281,37.5239880532,6.0,http://tong.visitkorea.or.kr/cms/resource/19/2832819_image2_1.jpg,음식,전문음식,13963,"포레스트 청담은 압구정로데오역과 청담동 명품 거리 사이에 있다. 
이탈리아 음식인 피자와 파스타부터 한국인의 입맛을 사로잡는 한우 스테이크, 그리고 와인 등 최고급 양식 메뉴와 디저트가 준비되어 있다. 차별화된 고급 인테리어와 수준 높은 다이닝 서비스로 데이트 코스로 유명하지만, 가족 모임, 바이어 접대 장소로도 적합하다."
2373394,39,A05,A0502,A05020100,성수족발,1,1016,서울특별시 성동구 아차산로7길 7 ,20160318011234,20230330112927,127.0542647014,37.5459941052,6.0,http://tong.visitkorea.or.kr/cms/resource/73/2372573_image2_1.jpg,음식,전문음식,13832,서울 3대 족발이라고 불리는 족발집이다. 서울특별시 성동구에 있는 한식 전문점이다. 대표 메뉴는 족발이다.
834669,39,A05,A0502,A05020100,자하손만두,1,1023,서울특별시 종로구 백석동길 12 ,20091028015236,20230118161723,126.9660047404,37.5931175992,6.0,,음식,한식,13726,"주택을 개조한 정겨운 외관과 달리 미쉐린 가이드에 선정된 내실 있는 맛집으로 유명하다. 대표메뉴인 떡만둣국은 시금치, 당근, 비트로 색을 낸 삼색 만두와 조랭이떡을 넣어 만든다. 조미료 없이 직접 담근 간장으로 간을 하여 담백한 맛이 특징이다."
2752169,39,A05,A0502,A05020100,농민백암순대본점,1,1001,서울특별시 강남구 선릉로86길 40-4 (대치동),20211001012650,20230912104825,127.0530437877,37.5037600996,6.0,,음식,한식,13713,"농민백암순대는 강남구 대치동에 위치한 순대 전문 식당으로 선릉역 1번 출구에서 도보로 6분 정도 거리에 있다. 대표 메뉴는 국밥과 토종 순대이며 직접 만든 순대와 함께 제공되는 고추, 양파, 부추 무침은 우리 농산물로만 사용한다고 한다. 그 국밥의 맛으로 이미 서울에서 3대 맛집으로 알려져 있으며 여러 매체에 소개되었다."
135385,39,A05,A0502,A05020200,파라다이스,1,1020,서울특별시 영등포구 여의동로 252 ,20060830090000,20230328111815,126.9415645104,37.5228614373,6.0,http://tong.visitkorea.or.kr/cms/resource/61/1900561_image2_1.jpg,음식,외국식,13572,한강의 아름다운 전경이 한눈에 보이며 아름다운 라이브음악을 들으며 소중한 사람과 특별한 추억을 만들 수 있는 곳이다.
2845220,39,A05,A0502,A05020200,페어링룸,1,1001,서울특별시 강남구 도산대로81길 14 ,20220829161038,20220829161049,127.0478547564,37.5254352671,6.0,http://tong.visitkorea.or.kr/cms/resource/07/2845207_image2_1.jpg,음식,외국식,13503,"페어링룸은 서울특별시 강남구 청담동에 있는 이탈리안 레스토랑이다. 대중교통을 이용한다면 수인분당선 압구정로데오역 2번 출구와 가장 가깝다. 주차는 식당 앞에 하거나 발레파킹을 할 수 있다. 건축설계사와 조명 디자이너가 만나 건물을 디자인하고 실내 내부를 꾸며 오픈한 곳으로 건물 외부는 이국적인 감성이 물씬 풍기는 화이트 톤으로 깔끔하고 내부는 천장이 높아 시원한 개방감을 느낄 수 있다. 룸과 룸으로 연결하는 문은 유럽 스타일로 아치 형태이다. 대표 메뉴는 발사믹 관자와 감자 퓨레 M, 항정살 페퍼 메주파스타, 트러플 파케리 파스타이고 음식과 어울리는 와인을 추천받을 수 있다. 다양한 디저트에 맞는 차나 음료도 즐길 수 있다.
식당 인근에 서울선릉과정릉 세계문화유산, 잠실 한강공원, 청담동명품거리, 압구정로데오거리가 있어 연계 관광을 할 수 있다."
2841742,39,A05,A0502,A05020100,마포양지설렁탕,1,1013,서울특별시 마포구 새창로 6 ,20220823143220,20220919145242,126.9505242619,37.542089919,6.0,http://tong.visitkorea.or.kr/cms/resource/35/2841735_image2_1.jpg,음식,한식,13259,"공덕역 9번 출구에서 도보 3분 거리에 위치한 설렁탕 전문점이다. 대표 메뉴는 설렁탕이다. 그 외에도 내장탕, 꼬리탕, 도가니탕, 우족탕, 각종 수육 등 다양한 메뉴가 있다. 김치가 깍두기, 배추김치, 파김치 세 가지 종류여서 기호에 맞게 함께 먹을 수 있다. 미쉐린 가이드 서울 2022에서 선정한 맛집 리스트에 이름을 올렸다. 내부가 2층까지 있어서 넓고 쾌적한 환경에서 식사할 수 있다. 근처에 카페가 많아 식사 후 가까운 곳에서 디저트와 커피를 즐길 수 있고 경의선 공원과 광장도 약 도보 10분 거리에 있어서 산책을 할 수 있다."
2689446,39,A05,A0502,A05020100,이조면옥,1,1004,서울특별시 강서구 양천로 353 ,20201130224713,20210315224410,126.8423306037,37.5685154694,6.0,http://tong.visitkorea.or.kr/cms/resource/17/2684617_image2_1.jpg,음식,한식,13126,줄서서 먹는 회냉면으로 유명한 맛집이다. 대표메뉴는 회냉면이다. 서울특별시 강서구에 있는 한식전문점이다.
2678887,39,A05,A0502,A05020100,마포옥,1,1013,서울특별시 마포구 토정로 312 ,20201027015520,20220317155719,126.9433499762,37.5399261531,6.0,,음식,한식,12778,2020 미쉐린 가이드에 선정된 곳이다. 서울특별시 마포구에 있는 한식전문점이다. 대표메뉴는 양지설렁탕이다.
2849675,39,A05,A0502,A05020100,금고깃집마곡본점,1,1004,"서울특별시 강서구 마곡동로 61 에이스프라자 109호,203-205호",20220906121854,20220906121906,126.8331733261,37.5606717733,6.0,http://tong.visitkorea.or.kr/cms/resource/68/2849668_image2_1.jpg,음식,한식,12499,"금고깃집 마곡본점은 지하철 5호선 발산역 9번 출국 부근에 있다. 매장이 있는 상가 건물에 자체 주차장이 있어 방문 시 자동차로 이용하기 편리하다. 금고깃집은 무항생제 명품 한돈과 경북 안동 무항생제 숙성 한우만을 취급하며 손수 담근 밑반찬을 상에 올리는 게 특징이다. 매장 안은 넓어 각종 단체 행사나 가족 모임에 적합하다. 대표 메뉴는 금돼지 본삼겹살, 금돼지 눈꽃특목살, 금돼지 등심덧살, 금돼지 항정살 등이 있다. 그 외 한우 탕탕육회, 함흥냉면, 유기농 솥밥정식, 사골우거지국밥이 인기가 있다. 이곳은 농림축산식품부 제공 안심식당이다. 취급 메뉴는 배달이 가능하다. 주변에 서울식물원습지원, 강서한강공원, 가양산문화공원이 있어 식사 전후에 둘러보기 좋다."
2603070,39,A05,A0502,A05020100,설마중,1,1015,서울특별시 서초구 남부순환로 2648 ,20190524014731,20230921170022,127.0382566953,37.4878311276,6.0,http://tong.visitkorea.or.kr/cms/resource/72/2603072_image2_1.JPG,음식,한식,12245,"설마중은 서울시 서초구에 위치하였으며 숯불갈비 코스요리 전문점으로 한정식 코스요리까지 제공한다. 상견례, 소규모 돌잔치, 칠순 등 부모님 생신잔치 장소로 각광받고 있으며 외국인들이 좋아하는 메뉴인 양념갈비에, 한국의 대표 요리인 한정식을 소개할 수 있어 외국인 귀빈 접대 장소로 각광받고 있다. 실제로 외국인 손님들을 접대하는 기업 쪽에서 매일 방문하는 코스이다. 넓은 주차장 시설이 있고 발렛 주차도 가능하다."
2834443,39,A05,A0502,A05020900,쟝블랑제리,1,1005,서울특별시 관악구 낙성대역길 8 ,20220809114236,20220809114245,126.9620000459,37.4772559884,6.0,http://tong.visitkorea.or.kr/cms/resource/40/2834440_image2_1.jpg,음식,간이음식,12204,"쟝블랑제리는 낙성대역 4번 출구 서울대 후문 마을버스 종점에 있는 빵집이다. 10년 넘게 한 곳에서 매장을 운영하고 있으며 최근 중소벤처기업부 인증 '백년가게'로 선정됐다. 재료를 아낌없이 쓰는 빵집으로 서울의 5대 빵집 중 한 곳이다. 네이버 스마트 쇼핑 스토어에 입점해 있고, 젊은이들 사이에서는 꼭 찾아가야 하는 빵지순례 장소이기도 하다. 소보루 빵(곰보빵) 사이에 고소한 단팥, 완두 앙금, 밤, 호두, 버터크림, 잼을 푸짐하게 품은 맘모스 빵이 이 집의 대표 메뉴고, 다양한 크로켓, 큼직한 양의 앙금을 넣어 만드는 단팥빵도 인기 메뉴다."
2778424,39,A05,A0502,A05020100,금돼지식당,1,1024,서울특별시 중구 다산로 149 (신당동),20211124185036,20230206111448,127.0116904857,37.55713649,6.0,,음식,한식,11996,"신당동 길가에 자리한, 흰색 타일에 황금색 간판이 눈에 띄는 금돼지식당은 식사 시간이 아닌데도 문밖으로 길게 줄 서있는 풍경이 낯설지 않을 만큼 인기가 높다. 이곳의 대표는 살코기의 풍부한 육즙, 탄력 있고 쫄깃한 식감, 그리고 지방의 풍미가 잘 살아 있는 돼지 품종을 찾기 위해 오랜 시간을 투자했다고 한다. 갈비뼈가 붙어 있는 본삼겹과 등 목살 등의 특수 부위를 연탄불에 달군 주물 판에 구우면 고기가 타지 않고 맛있게 익는다. 그 흔한 돼지고기지만, 한번 맛보면 절대 잊을 수 없을 것이다. 예약은 받지 않는다.
(출처: 미쉐린가이드 서울 2023)"
2850213,39,A05,A0502,A05020100,가양칼국수버섯매운탕,1,1020,서울특별시 영등포구 국제금융로 78 홍우빌딩 ,20220906153239,20220906153252,126.9313127207,37.5209253677,6.0,http://tong.visitkorea.or.kr/cms/resource/01/2850201_image2_1.jpg,음식,한식,11849,"가양칼국수버섯매운탕은 서울특별시 영등포구 여의도동에 있는 칼국수 맛집으로 지하철 9호선과 신림선을 이용 샛강역 2번 출구로 나오면 부근에 있다. 주차는 매장이 있는 건물 자체 주차장을 이용할 수 있다. 대표 메뉴는 칼국수버섯매운탕으로 TV 프로그램에도 여러 번 소개된 맛집이다. 인원수대로 매운탕을 주문하면 버섯, 채소, 밥, 면은 무료로 무한 제공된다. 재료가 신선하고 양이 푸짐해서 인기가 많다, 식당 인근에 사무실이 많아 식사 시간대에는 늘 웨이팅 있다. 주변에 여의도샛강생태공원과 자매공원이 있어 식사 전후에 둘러보기 좋다."
132901,39,A05,A0502,A05020100,형제갈비,1,1014,서울특별시 서대문구 명물1길 2 ,20040218090000,20230920170357,126.9373583481,37.5579156217,6.0,http://tong.visitkorea.or.kr/cms/resource/37/1900437_image2_1.jpg,음식,한식,11746,"신촌에서 50년 동안 자리를 지키며 변함없는 갈비맛을 유지하고 있다.
착한 가격에 맛있는 불고기를 제공하여 많은 사람들이 찾는다. 또한 담백한 맛의 도톰한 생갈비와 육질이 연한 양념갈비가 인기 메뉴이다. 1층은 갈비탕만을 판매하는 갈비탕 전문으로 운영되며 3층에서 숯불갈비, 불고기, 평양냉면을 판매 중이다.<br>"
2763710,39,A05,A0502,A05020100,일미간장게장본점,1,1011,서울특별시 동대문구 장한로24길 7 (장안동),20211027225043,20231012134105,127.0715346417,37.5709609604,6.0,,음식,전문음식,11462,"서울 동대문구 장안동 상가 거리에 있는 40여 년 전통의 간장게장 전문 식당으로, 간장게장을 좋아하는 사람들에게 잘 알려진 인기 있는 식당이다. 다수의 TV 프로그램에 소개되면서 더욱더 유명해졌다. 대표 메뉴는 한방 약재를 넣고 달인 특제 간장으로 담근 간장게장이고, 양념게장과 꽃게찜, 굴비 한상차림도 있다. 대형 주차장이 완비되어 있으며, 24시간, 365일 연중무휴로 운영한다."
2824947,39,A05,A0502,A05020200,멕시칼리,1,1006,서울특별시 광진구 능동 256-8 1층,20220622171934,20220701140719,127.0884891695,37.5527967094,6.0,,음식,외국식,11426,"멕시코 북부 지역의 타코맛을 맛볼 수 있는 멕시칼리, 매일 아침 또르띠아와 살사, 모든 재료들을 손수 만들고 있다. 
특히 멕시코 음식만의 특유의 비쥬얼과 풍미가 더해 입맛을 사로잡는다."
2843075,39,A05,A0502,A05020200,돈까스의집,1,1018,서울특별시 송파구 삼전로 100 아카데미빌딩 ,20220824135442,20220916161427,127.0906986015,37.5070159544,6.0,http://tong.visitkorea.or.kr/cms/resource/60/2843060_image2_1.jpg,음식,전문음식,11420,"돈까스의집은 9호선 삼전역 2번 출구 잠실학원사거리 인근에 있다. 건물 뒤편 지하 주차장 있어 주차하기 편하다. 역사가 오래된 경양식 집이라 생각이 안 들 정도로 실내외 인테리어가 깔끔하다. 대표 메뉴는 돈가스인데 기본으로 깍두기, 수프, 양배추샐러드, 단무지가 나오고 밥 또는 빵을 선택할 수 있다. 빵은 기름에 튀긴 모닝빵과 사과잼이 제공된다. 돈가스 소스는 옛날 경양식에서 맛볼 수 있는 건더기가 걸쭉한 소스가 올라간다. 함박스테이크에 반숙 프라이가 고명으로 올라간 정식 세트도 인기 메뉴다. 식당 인근에 석촌호수, 대형 테마파크 놀이공원, 대형 쇼핑몰, 송파책박물관, 한성백제박물관 등이 있어 연계 관광을 할 수 있다."
2762892,39,A05,A0502,A05020200,아델라베일리,1,1023,서울특별시 종로구 북악산로 48 (부암동),20211027002142,20221206094109,126.9701876319,37.5952452046,6.0,,음식,전문음식,11085,"서울 종로구 북악스카이웨이 올라가는 길에 위치한 전망 좋은 카페 겸 레스토랑이다. 내부 통유리 창으로 보이는 나무들이 숲속에 와있는 기분을 들게 하고, 루프탑에서는 서울 시내가 훤히 내려다 보여 낮과 밤 모두 전망이 좋다. 런치와 디너 코스가 대표 메뉴이며, 1층에는 베이커리가 별도로 운영되고 있다. 하우스 웨딩, 갤러리 전시, 기업 행사가 열리기도 하고, 넓은 정원과 루프탑에서는 야간 야외 결혼식이 열리기도 한다."
2860770,39,A05,A0502,A05020100,갈비사랑,1,1015,서울특별시 서초구 강남대로 204 갈비사랑 ,20220927114246,20221004103506,127.0367458713,37.482531716,6.0,http://tong.visitkorea.or.kr/cms/resource/58/2860758_image2_1.jpg,음식,한식,10882,"갈비사랑은 지하철 3호선, 신분당선 양재역 8번 출구 서울행정법원 부근에 있다. 매장 단독 건물이고 자체 주차장을 갖추고 있으며 발렛파킹 서비스를 이용할 수 있다. 이곳은 양재역에서 25년간 영업해온 갈빗집으로 방송사 TV 맛집 프로그램에 소개된 바 있다. 내부는 넓은 홀에 다양한 테이블에 개별 룸까지 갖추고 있어 단체 행사나 가족 모임에도 적당하다. 대표 메뉴로는 양념갈비, 우대 갈비, 생갈비, 생등심이 있다. 그 외 점심 특선으로 매운 갈비찜 정식, 한우 불고기 정식, 사랑 정식 등이 있다. 주변에 말죽거리 공원이 있어 식사 전후에 둘러보기 좋다."
2839940,39,A05,A0502,A05020100,늘푸른목장잠실본점,1,1018,서울특별시 송파구 백제고분로9길 34 1F,20220819145518,20220825165707,127.0826548153,37.5096321728,6.0,http://tong.visitkorea.or.kr/cms/resource/36/2839936_image2_1.jpg,음식,한식,10675,"늘푸른목장 잠실본점은 2호선 잠실새내역 4번 출구 잠실 천주교성당 인근에 있다. 주차장 공간이 협소해 대중교통을 이용하는 것이 좋다. 매장에서 대리 주차를 해준다. 음식점 내부는 원목 인테리어로 되어있고, 홀 정중앙에 오픈 주방이 있어 손님상에 나가는 고기손질 과정을 직접 확인할 수 있다. 대표 메뉴는 경주갈비살과 육회이다. 밑반찬은 마늘, 소금, 양파절임, 김치, 무 쌈, 파채, 쌈장, 미역국이 나온다. 구이용 불은 참숯을 사용한다. 사이드 메뉴로는 된장찌개, 평양냉면, 계란찜이 있다. 인근에 잠실종합운동장 공원과 유명 테마공원이 있어 연계 관광을 할 수 있다."
2709706,39,A05,A0502,A05020100,황금콩밭,1,1013,서울특별시 마포구 마포대로16길 9 (아현동),20210312024659,20230403134434,126.9567289999,37.5510139934,6.0,http://tong.visitkorea.or.kr/cms/resource/47/2705147_image2_1.jpg,음식,한식,10663,100% 국내산 콩과 소금으로 매일 새벽 당일 판매할 두부를 만드는 두부 전문점이다. 황금콩밭의 두부는 진한 두유와 소량의 간수를 사용해 콩 특유의 고소하면서도 달달한 맛과 우유처럼 부드러운 식감을 자랑한다.
2758120,39,A05,A0502,A05020100,푸주옥,1,1019,서울특별시 양천구 남부순환로 663 (신정동),20211018222548,20230221132138,126.8429766262,37.5102805829,6.0,,음식,한식,10472,"거대한 가마솥에 우려낸 진한 국물 맛을 자랑하는 설렁탕과 도가니탕, 수육을 판매하는 24시간 운영 식당이다. 식당 안으로 들어오면 입구에 거대한 가마솥에 국물을 우려내는 모습을 볼 수 있다. 서울 양천구의 대표 녹지인 매봉산과 계남 근린공원으로 둘러싸인 곳에 자리하고 있어 식사 후 산책하기도 좋은 위치에 있다. 2호선 신정네거리역 양천고등학교 맞은편에 있다."
2438867,39,A05,A0502,A05020100,대성집,1,1023,서울특별시 종로구 사직로 5 ,20161109234349,20230104112420,126.960916892,37.5727393211,6.0,http://tong.visitkorea.or.kr/cms/resource/51/2477751_image2_1.jpg,음식,한식,10395,"대성집은 서울 종로구에 위치한 도가니탕 전문점이다. 뽀얗고 맑은 국물에 고기가 붙은 도가니와 쫄깃한 힘줄이 풍성하게 들어있는 도가니탕이 대표 메뉴인데, 도가니와 힘줄을 특제 간장 소스에 찍어먹는 맛이 별미이다. 이 외에도 수육과 해장국을 맛볼 수 있다. 미쉐린 가이드 서울 2023에 선정될 만큼 맛이 좋기로 유명한 곳이다. 재료 소진 시 조기 마감을 하고 있으므로 방문 전 영업여부를 확인해 보는 것이 좋다."
2842903,39,A05,A0502,A05020100,원조조박집본관,1,1013,서울특별시 마포구 토정로37길 3 ,20220824132002,20220824132012,126.9443804404,37.5398650677,6.0,http://tong.visitkorea.or.kr/cms/resource/97/2842897_image2_1.jpg,음식,한식,10388,"마포역 1번 출구 근처에 있는 고깃집이다. 대표메뉴는 양념돼지갈비이다. 파무침, 양배추샐러드, 동치미소면, 열무김치가 기본 세팅으로 같이 나온다. 짜지 않고 적당한 단맛의 양념돼지 갈비가 인기다. 동치미 국수가 유명하다. 와인바도 함께 운영하는 것이 특징이다. 매장이 넓어 테이블 간격이 여유 있다. 단체석도 있어 모임이나 회식하기에 좋다. 마포 유수지 공영주차장을 이용할 수 있다. 차량 10분 거리에 여의도 한강공원이 있어 식사 후 산책하기 좋다."
2944608,39,A05,A0502,A05020100,밀란국수개포본점,1,1001,서울특별시 강남구 개포로28길 4 ,20230118180453,20230118180625,127.0491226348,37.4785740643,6.0,,음식,한식,10380,"개포동에서 가성비 맛집으로 숨은 맛집이다. 신선한 재료와 천연 조미료만을 사용하여 건강한 음식을 만든다. 메뉴는 샤브샤브와 코다리찜, 칼국수, 떡국, 굴국밥 등이 있다. 산지 직거래로 당일 공수한 신선한 재료와 천연 조미료로 맛을 내 자극적이지 않고 깔끔하다. 겨울에 가장 인기있는 메뉴는 시래기들깨떡국인데 들깨가루가 듬뿍 들어가 고소한 맛이 일품이다. 밀란국수의 모든 면에는 메밀이 함유되어 있어 면이 구수하다."
403044,39,A05,A0502,A05020100,무교동북어국집,1,1024,서울특별시 중구 을지로1길 38 ,20080120063722,20221019134503,126.9798819707,37.5677985691,6.0,http://tong.visitkorea.or.kr/cms/resource/44/399344_image2_1.jpg,음식,한식,9996,"옛날 조리방식 그대로 조리를 해서 구수한 북어 해장국의 독특한 맛을 지켜온 무교동 북어국집은 서울시청 뒤에 자리하고 있다. 1968년부터 자리를 지켜온 이 음식점은 처음에는 터줏골로 알려졌던 곳인데 지금은 그 이름이 무교동 북어국집으로 바뀌었다. 메뉴는 단 한가지 북어 해장국만 있는 음식점이다. 
평일에도 음식점 밖으로 줄이 이어져 있지만, 메뉴가 한 가지라 음식은 빨리 나온다. 또한 테이블에 기본 반찬이 담긴 그릇이 놓여 있기 먹을 만큼 덜어 먹으면 된다. 진하고 뽀얀 북엇국의 국물이 속을 시원하게 풀어주는데 밥과 국은 계속 리필이 되므로 저렴한 비용으로 양껏 먹을 수 있어 좋다. 비록 외형은 소박하고 서민적인 음식점이지만 그 맛에는 정성과 세월의 깊이가 담겨 있다."
2836098,39,A05,A0502,A05020400,쥬에,1,1021,서울특별시 용산구 독서당로 124-7 태흥영화주식회사 ,20220811163937,20220916130605,127.0128076059,37.5375387871,6.0,http://tong.visitkorea.or.kr/cms/resource/93/2836093_image2_1.jpg,음식,외국식,9990,"쥬에 중식당은 경의중앙 옥수역 3번 출구 말레이시아 대사관 인근에 있다. 이곳은 미쉐린 가이드 서울 2022에 선정된 맛집이다. 식당의 내부는 통유리로 되어 있어 서울 시내가 보인다. 이곳은 정통 광둥식 요리를 판매하고 있다. 이곳은 코스 메뉴가 있는데 공작, 후작, 백작, 자작, 남작이라는 작위를 딴 이름으로 구성되었다. 코스 메뉴는 식사와 별도로 중국차를 필수 선택해야 한다. 쥬에의 대표 메뉴는 돼지 바비큐다. 특제 양념에 잰 통고기를 고온에서 구워 조리한다. 식당 인근에는 남산 서울타워, 숭례문, 광화문, 쇼핑타운, 용산공원, 국립중앙박물관 등이 있어 연계 관광이 가능하다.
※ 반려동물 동반 불가"
2832820,39,A05,A0502,A05020100,황금정원,1,1010,서울특별시 도봉구 방학로 312 ,20220805103302,20220920140706,127.0177535924,37.6629409646,6.0,http://tong.visitkorea.or.kr/cms/resource/11/2832811_image2_1.jpg,음식,한식,9930,"황금정원은 우이동의 맛집이자 방학동의 쌈밥 맛집이다. 우이신설선 북한산역우이역 1번 출구에서 10분 거리다. 원목과 황토로 만든 건물은 주변 자연경관과 잘 어울리는 이곳만의 식당 풍경을 볼 수 있다. 쌈밥에 보통 나물 반찬과 제육볶음을 주는 음식점이 대부분인데 황금정원은 낙지 쌈밥, 소불고기 쌈밥을 제공해 어린이부터 어른까지 다양한 메뉴를 맛볼 수가 있다. 식당에는 마당과 야외정원이 있다. 이곳과 테라스에서 식후 디저트를 즐길 수 있다. 커피를 마시다 보면 식당 주위가 숲으로 둘러싸여서 마치 무릉도원에 있는 기분이 든다. 황금정원은 북한산이나 수락산 등산을 마친 등산객이 기력 보충을 위해 들리기 좋은 곳에 있다. 참고로 상차림 특성상 1인 판매는 불가하다.
※ 반려동물 동반 불가"
2689420,39,A05,A0502,A05020100,유래회관,1,1016,서울특별시 성동구 마장로 196 ,20201130202329,20221111121024,127.0315495219,37.5664913161,6.0,http://tong.visitkorea.or.kr/cms/resource/40/2684740_image2_1.jpg,음식,한식,9759,57년 전통의 한우등심을 맛볼 수 있는 맛집이다. 대표메뉴는 등심이다. 서울특별시 성동구에 있는 한식전문점이다.
2849272,39,A05,A0502,A05020100,발산삼계탕,1,1004,서울특별시 강서구 강서로 344 ,20220906094826,20220906094836,126.837831357,37.556322362,6.0,http://tong.visitkorea.or.kr/cms/resource/63/2849263_image2_1.jpg,음식,한식,9699,"발산삼계탕은 지하철 5호선 6번 출구 부근에 있다. 매장이 있는 상가 건물 앞에 자체 주차장이 있어 방문 시 자동차로 이용하기 편리하다. 이곳은 5년근 인삼으로 국물을 낸 삼계탕 전문점이고 육질이 좋은 영계만을 사용한다. 산삼에서 추출한 배양근과 능이를 넣어 삼계탕을 만드는 게 특징이다. 매장 안은 넓은 홀이고 테이블이 많아 각종 단체 행사나 가족 모임에 적합하다. 이곳은 농림축산식품부 안심식당으로 인증받았다. 대표 메뉴는 발산삼계탕, 누룽지삼계탕, 산삼배양근 능이삼계탕, 용미봉탕이 있다. 그 외 발산숯불구이가 인기가 많다. 주변에 수명산, 우장산, 개화산이 있어 등산 코스와 연계하기 좋다."
